suspicious_permissions,network_operations,file_encryption_ops,sensitive_api_calls,aviation_app_impersonation,data_size_exfiltrated,background_processes,flight_plan_access_frequency,label,threat_name
6,67,7,5,1,3.700817835321386,6,19,2,MAINTENANCE_LOG_TAMPERING
3,67,2,4,1,0.14654379032807555,3,47,0,FLIGHT_PLAN_INJECTION
0,11,0,0,0,0.05790244467370387,1,2,3,BENIGN
3,52,4,2,1,39.19454168174555,4,8,1,EFB_DATA_EXFILTRATION
6,138,4,1,1,40.61036858088364,4,6,1,EFB_DATA_EXFILTRATION
2,73,3,3,1,1.026374190229957,4,35,0,FLIGHT_PLAN_INJECTION
4,35,8,3,1,9.36935693268849,4,21,2,MAINTENANCE_LOG_TAMPERING
7,27,9,5,1,1.1264384365632254,5,26,2,MAINTENANCE_LOG_TAMPERING
7,42,5,2,1,6.6155343545838425,4,16,2,MAINTENANCE_LOG_TAMPERING
4,110,5,1,1,22.70662477648818,4,18,1,EFB_DATA_EXFILTRATION
4,91,5,1,1,37.27341003763721,3,11,1,EFB_DATA_EXFILTRATION
0,7,0,0,0,0.1128425466726104,2,4,3,BENIGN
0,19,1,0,0,0.04054217063314325,1,1,3,BENIGN
3,132,3,2,1,18.12531873245885,4,18,1,EFB_DATA_EXFILTRATION
3,110,3,1,1,32.99380276129795,3,19,1,EFB_DATA_EXFILTRATION
4,51,6,5,1,4.690913837944618,4,12,2,MAINTENANCE_LOG_TAMPERING
4,87,5,3,1,16.507954704809723,6,10,1,EFB_DATA_EXFILTRATION
2,12,1,0,0,0.37515621918985986,1,1,3,BENIGN
5,67,4,3,1,9.931904165080716,3,17,1,EFB_DATA_EXFILTRATION
3,98,1,5,1,1.4213609344381284,4,39,0,FLIGHT_PLAN_INJECTION
4,33,6,3,1,3.747436858229524,5,10,2,MAINTENANCE_LOG_TAMPERING
2,89,1,5,1,0.9255551180666782,2,20,0,FLIGHT_PLAN_INJECTION
4,61,6,2,1,5.813817322558654,5,12,2,MAINTENANCE_LOG_TAMPERING
2,11,1,0,0,0.031583865451515536,2,2,3,BENIGN
5,31,3,6,1,0.7676464888045739,4,43,0,FLIGHT_PLAN_INJECTION
4,50,2,6,1,1.157721774559621,3,46,0,FLIGHT_PLAN_INJECTION
2,98,4,7,1,0.37284517874395173,3,48,0,FLIGHT_PLAN_INJECTION
4,51,8,3,1,8.268889897730467,5,20,2,MAINTENANCE_LOG_TAMPERING
5,132,3,1,1,17.948940825304604,4,8,1,EFB_DATA_EXFILTRATION
5,93,7,3,1,10.24467635450993,5,5,1,EFB_DATA_EXFILTRATION
2,59,4,4,1,0.18825275284294696,4,23,0,FLIGHT_PLAN_INJECTION
5,85,6,1,1,26.129962129708986,4,8,1,EFB_DATA_EXFILTRATION
0,11,0,0,0,0.11703124628603745,2,0,3,BENIGN
5,71,8,5,1,8.94291342124129,5,10,2,MAINTENANCE_LOG_TAMPERING
1,11,1,0,0,0.32595630336647596,1,4,3,BENIGN
3,72,2,4,1,1.8949471965682831,3,22,0,FLIGHT_PLAN_INJECTION
3,70,5,2,1,5.545206751984177,6,10,1,EFB_DATA_EXFILTRATION
3,76,7,3,1,9.680167621153615,5,28,2,MAINTENANCE_LOG_TAMPERING
2,41,4,5,1,0.8476360751253584,2,25,0,FLIGHT_PLAN_INJECTION
4,105,3,2,1,34.13489548172914,5,16,1,EFB_DATA_EXFILTRATION
4,60,3,3,1,26.430476608272308,5,10,1,EFB_DATA_EXFILTRATION
6,70,7,1,1,14.792631100197152,3,13,1,EFB_DATA_EXFILTRATION
5,136,6,2,1,16.226761393885187,6,10,1,EFB_DATA_EXFILTRATION
4,125,6,1,1,35.87178644366128,3,7,1,EFB_DATA_EXFILTRATION
3,76,1,4,1,1.1628640202066576,2,33,0,FLIGHT_PLAN_INJECTION
0,8,1,0,0,0.2686782023864435,1,0,3,BENIGN
2,75,3,5,1,1.579177160219859,4,21,0,FLIGHT_PLAN_INJECTION
3,76,2,7,1,0.6006907407190908,4,39,0,FLIGHT_PLAN_INJECTION
3,134,6,1,1,16.013051475574123,5,12,1,EFB_DATA_EXFILTRATION
5,136,6,2,1,49.12664557121543,5,9,1,EFB_DATA_EXFILTRATION
3,36,5,5,1,4.6101543339669915,4,26,2,MAINTENANCE_LOG_TAMPERING
1,7,1,0,0,0.04179111100017785,2,3,3,BENIGN
4,33,1,6,1,1.4575426902902642,4,49,0,FLIGHT_PLAN_INJECTION
1,16,0,0,0,0.48096237890802535,2,0,3,BENIGN
3,86,6,3,1,35.26552377925803,3,17,1,EFB_DATA_EXFILTRATION
5,88,2,7,1,0.28409510621191936,2,37,0,FLIGHT_PLAN_INJECTION
3,36,1,7,1,0.26615529735523197,4,28,0,FLIGHT_PLAN_INJECTION
3,42,8,4,1,6.193353695655539,6,12,2,MAINTENANCE_LOG_TAMPERING
0,7,1,0,0,0.43790992102576304,2,1,3,BENIGN
3,70,9,4,1,8.0035551306108,5,14,2,MAINTENANCE_LOG_TAMPERING
6,127,7,2,1,18.124393342761454,6,7,1,EFB_DATA_EXFILTRATION
7,57,6,5,1,6.644362130278359,4,11,2,MAINTENANCE_LOG_TAMPERING
5,28,6,3,1,7.491946490287679,7,21,2,MAINTENANCE_LOG_TAMPERING
2,33,2,3,1,1.8259268400054016,4,28,0,FLIGHT_PLAN_INJECTION
5,49,6,2,1,4.1656260788564925,6,18,2,MAINTENANCE_LOG_TAMPERING
5,42,6,5,1,6.980905756365348,5,14,2,MAINTENANCE_LOG_TAMPERING
6,38,5,5,1,2.340301451655823,4,28,2,MAINTENANCE_LOG_TAMPERING
5,85,4,1,1,13.640439943561754,6,13,1,EFB_DATA_EXFILTRATION
0,11,1,0,0,0.09879047217523851,2,4,3,BENIGN
1,15,0,0,0,0.27899615744672623,2,3,3,BENIGN
4,51,4,4,1,0.7648642141656745,2,43,0,FLIGHT_PLAN_INJECTION
4,94,3,6,1,0.6980373364354613,3,36,0,FLIGHT_PLAN_INJECTION
3,101,6,1,1,5.60548659838162,3,6,1,EFB_DATA_EXFILTRATION
7,54,5,5,1,5.3949259590694805,7,29,2,MAINTENANCE_LOG_TAMPERING
4,99,6,1,1,6.4984002604327396,3,19,1,EFB_DATA_EXFILTRATION
5,21,9,2,1,8.784507598105188,7,12,2,MAINTENANCE_LOG_TAMPERING
2,80,2,3,1,0.898442002322774,3,24,0,FLIGHT_PLAN_INJECTION
2,40,1,3,1,1.1055855278064253,2,37,0,FLIGHT_PLAN_INJECTION
5,43,1,5,1,1.094362139396389,3,23,0,FLIGHT_PLAN_INJECTION
5,72,1,4,1,0.13342084080379674,4,29,0,FLIGHT_PLAN_INJECTION
3,55,3,1,1,23.58744565790291,4,12,1,EFB_DATA_EXFILTRATION
3,149,4,2,1,36.541803634224436,4,17,1,EFB_DATA_EXFILTRATION
6,60,5,1,1,13.965884536307819,6,5,1,EFB_DATA_EXFILTRATION
2,17,1,0,0,0.35407584387030056,1,4,3,BENIGN
3,87,3,3,1,32.509883898628374,6,13,1,EFB_DATA_EXFILTRATION
3,68,8,3,1,1.2411776405069972,7,18,2,MAINTENANCE_LOG_TAMPERING
2,72,1,6,1,0.8726066056837997,2,34,0,FLIGHT_PLAN_INJECTION
7,47,9,5,1,5.572166836119931,5,19,2,MAINTENANCE_LOG_TAMPERING
6,41,9,5,1,1.173677995210643,5,19,2,MAINTENANCE_LOG_TAMPERING
7,75,8,2,1,1.1502394218260035,7,15,2,MAINTENANCE_LOG_TAMPERING
4,31,3,6,1,1.4652132566430691,4,29,0,FLIGHT_PLAN_INJECTION
1,8,1,0,0,0.33693269695984407,2,4,3,BENIGN
7,47,8,3,1,8.629701041805037,7,14,2,MAINTENANCE_LOG_TAMPERING
5,132,6,3,1,30.534766306901282,4,6,1,EFB_DATA_EXFILTRATION
4,117,5,1,1,19.77610033098587,5,19,1,EFB_DATA_EXFILTRATION
4,100,5,1,1,5.052364894759029,4,15,1,EFB_DATA_EXFILTRATION
2,16,1,0,0,0.15112469745659873,1,1,3,BENIGN
5,74,3,2,1,24.46970484608226,5,9,1,EFB_DATA_EXFILTRATION
3,68,4,4,1,0.994818019542957,3,39,0,FLIGHT_PLAN_INJECTION
3,94,6,3,1,31.644824606196924,4,5,1,EFB_DATA_EXFILTRATION
4,73,1,6,1,1.287895811311567,4,22,0,FLIGHT_PLAN_INJECTION
3,77,9,4,1,0.8543552046840428,4,20,2,MAINTENANCE_LOG_TAMPERING
5,41,3,7,1,1.092235660063624,3,33,0,FLIGHT_PLAN_INJECTION
4,87,3,6,1,1.299230987617113,4,41,0,FLIGHT_PLAN_INJECTION
5,61,8,4,1,4.13509097312293,6,24,2,MAINTENANCE_LOG_TAMPERING
7,58,6,2,1,3.6096694446233832,7,29,2,MAINTENANCE_LOG_TAMPERING
3,91,3,3,1,27.09701697975698,3,18,1,EFB_DATA_EXFILTRATION
2,86,2,7,1,1.843175248793517,4,38,0,FLIGHT_PLAN_INJECTION
5,40,2,6,1,1.2921466586521901,4,32,0,FLIGHT_PLAN_INJECTION
4,78,5,3,1,7.5108706316140355,6,17,2,MAINTENANCE_LOG_TAMPERING
3,31,1,3,1,1.8021471843999493,3,28,0,FLIGHT_PLAN_INJECTION
3,40,2,7,1,1.7159920082494518,2,33,0,FLIGHT_PLAN_INJECTION
4,97,4,1,1,41.80433286157126,3,6,1,EFB_DATA_EXFILTRATION
6,46,5,4,1,0.9117833893095948,4,20,2,MAINTENANCE_LOG_TAMPERING
0,15,0,0,0,0.2610007250760271,1,3,3,BENIGN
3,68,7,1,1,18.09530574706241,3,11,1,EFB_DATA_EXFILTRATION
3,51,3,5,1,0.5087474302068904,4,44,0,FLIGHT_PLAN_INJECTION
7,47,7,3,1,5.470571189689276,5,10,2,MAINTENANCE_LOG_TAMPERING
6,85,5,2,1,20.90464495206955,6,17,1,EFB_DATA_EXFILTRATION
6,75,5,1,1,31.15165617379672,3,11,1,EFB_DATA_EXFILTRATION
6,89,3,1,1,34.16392004488053,4,8,1,EFB_DATA_EXFILTRATION
5,86,2,3,1,0.7863972852337502,3,22,0,FLIGHT_PLAN_INJECTION
1,5,0,0,0,0.038050527916681176,1,2,3,BENIGN
6,72,6,2,1,5.2343429674493755,4,21,2,MAINTENANCE_LOG_TAMPERING
5,45,1,7,1,0.13945898474974328,2,27,0,FLIGHT_PLAN_INJECTION
1,12,1,0,0,0.0851523524717479,1,3,3,BENIGN
6,148,5,3,1,11.554060821192397,4,7,1,EFB_DATA_EXFILTRATION
5,43,6,4,1,4.248431135400766,5,24,2,MAINTENANCE_LOG_TAMPERING
6,66,4,2,1,40.33471438063505,6,15,1,EFB_DATA_EXFILTRATION
4,53,6,5,1,4.2533409623880125,4,13,2,MAINTENANCE_LOG_TAMPERING
6,26,6,5,1,3.054311068744391,6,20,2,MAINTENANCE_LOG_TAMPERING
5,34,5,3,1,5.980653625034603,7,19,2,MAINTENANCE_LOG_TAMPERING
4,37,3,3,1,0.21057576324754537,4,41,0,FLIGHT_PLAN_INJECTION
2,43,1,6,1,1.0032550065413777,4,24,0,FLIGHT_PLAN_INJECTION
4,83,2,6,1,1.2123582240291335,3,48,0,FLIGHT_PLAN_INJECTION
5,63,6,5,1,3.5770122638249875,4,27,2,MAINTENANCE_LOG_TAMPERING
6,119,5,1,1,36.14337913586944,5,10,1,EFB_DATA_EXFILTRATION
5,112,4,1,1,46.454679504782845,3,9,1,EFB_DATA_EXFILTRATION
3,79,6,5,1,5.564248812084003,7,29,2,MAINTENANCE_LOG_TAMPERING
2,56,2,3,1,1.8422684546446648,2,48,0,FLIGHT_PLAN_INJECTION
5,128,4,2,1,28.25863364917928,5,17,1,EFB_DATA_EXFILTRATION
3,30,6,5,1,0.5296813216500305,4,18,2,MAINTENANCE_LOG_TAMPERING
7,57,7,4,1,2.335741919106238,5,24,2,MAINTENANCE_LOG_TAMPERING
5,63,4,7,1,1.4795534376885582,4,25,0,FLIGHT_PLAN_INJECTION
1,9,0,0,0,0.17695541234153356,1,1,3,BENIGN
4,50,7,2,1,21.59603982060338,5,8,1,EFB_DATA_EXFILTRATION
3,29,8,3,1,9.798105188847131,6,28,2,MAINTENANCE_LOG_TAMPERING
1,8,0,0,0,0.19421846927628705,1,0,3,BENIGN
4,47,4,7,1,1.2649044323156204,4,36,0,FLIGHT_PLAN_INJECTION
2,8,1,0,0,0.03762400883896644,2,1,3,BENIGN
3,58,3,4,1,0.645805078884321,4,47,0,FLIGHT_PLAN_INJECTION
4,130,5,1,1,42.264882917073834,6,18,1,EFB_DATA_EXFILTRATION
7,79,8,5,1,9.52818693334971,6,17,2,MAINTENANCE_LOG_TAMPERING
4,90,2,7,1,0.8085710516931749,2,28,0,FLIGHT_PLAN_INJECTION
2,83,4,6,1,1.0915586482533042,3,36,0,FLIGHT_PLAN_INJECTION
2,41,4,4,1,1.0708939046752506,2,35,0,FLIGHT_PLAN_INJECTION
6,59,6,3,1,29.7498868469311,5,19,1,EFB_DATA_EXFILTRATION
3,33,1,3,1,1.2318176420457796,2,34,0,FLIGHT_PLAN_INJECTION
3,96,2,7,1,1.7158593193882914,2,29,0,FLIGHT_PLAN_INJECTION
7,35,5,3,1,9.510491784826263,4,26,2,MAINTENANCE_LOG_TAMPERING
6,98,3,2,1,23.961068948552303,5,13,1,EFB_DATA_EXFILTRATION
2,60,2,3,1,0.6929746402234559,3,21,0,FLIGHT_PLAN_INJECTION
5,98,5,2,1,18.368989393425835,5,9,1,EFB_DATA_EXFILTRATION
6,66,7,3,1,5.449520643009391,7,24,2,MAINTENANCE_LOG_TAMPERING
4,92,4,5,1,1.5131837672752266,4,36,0,FLIGHT_PLAN_INJECTION
3,109,4,3,1,30.208664940540498,4,11,1,EFB_DATA_EXFILTRATION
2,76,4,4,1,1.2840291617596462,2,39,0,FLIGHT_PLAN_INJECTION
4,68,9,5,1,2.115774376039638,4,17,2,MAINTENANCE_LOG_TAMPERING
3,67,4,1,1,16.841761682104814,3,17,1,EFB_DATA_EXFILTRATION
7,40,9,5,1,0.802119387786869,7,20,2,MAINTENANCE_LOG_TAMPERING
5,34,4,5,1,1.6629090911067212,4,29,0,FLIGHT_PLAN_INJECTION
4,67,5,3,1,5.324575690816835,7,12,2,MAINTENANCE_LOG_TAMPERING
5,32,2,4,1,0.41235814316858777,2,23,0,FLIGHT_PLAN_INJECTION
4,43,8,2,1,2.8481812056007585,6,11,2,MAINTENANCE_LOG_TAMPERING
5,56,8,3,1,3.969051878941273,7,19,2,MAINTENANCE_LOG_TAMPERING
4,90,1,4,1,0.2580072929516833,2,37,0,FLIGHT_PLAN_INJECTION
2,19,0,0,0,0.42724630669783464,1,2,3,BENIGN
6,64,5,1,1,15.054229253735114,4,16,1,EFB_DATA_EXFILTRATION
6,41,8,5,1,6.10250731928393,6,12,2,MAINTENANCE_LOG_TAMPERING
4,43,9,4,1,0.8793127586491267,4,22,2,MAINTENANCE_LOG_TAMPERING
4,100,5,2,1,43.76332316993816,6,16,1,EFB_DATA_EXFILTRATION
0,18,0,0,0,0.003770546357999338,2,4,3,BENIGN
3,64,5,4,1,1.4869678669359827,6,26,2,MAINTENANCE_LOG_TAMPERING
6,129,4,3,1,20.133344357139094,4,19,1,EFB_DATA_EXFILTRATION
5,99,3,2,1,5.265362301655404,6,8,1,EFB_DATA_EXFILTRATION
4,72,6,2,1,3.353893658474571,6,23,2,MAINTENANCE_LOG_TAMPERING
3,26,8,4,1,3.2690663895014356,5,24,2,MAINTENANCE_LOG_TAMPERING
6,53,6,3,1,17.845597412921784,3,17,1,EFB_DATA_EXFILTRATION
6,119,3,2,1,43.41933959008899,6,9,1,EFB_DATA_EXFILTRATION
4,59,6,4,1,4.72587794718061,4,20,2,MAINTENANCE_LOG_TAMPERING
3,41,6,4,1,1.8397354917031894,6,18,2,MAINTENANCE_LOG_TAMPERING
5,71,5,3,1,37.34167772758879,6,7,1,EFB_DATA_EXFILTRATION
2,83,2,3,1,0.641366630497717,3,28,0,FLIGHT_PLAN_INJECTION
3,75,4,3,1,1.0327702885512844,2,21,0,FLIGHT_PLAN_INJECTION
3,138,4,3,1,8.483525340138186,6,16,1,EFB_DATA_EXFILTRATION
3,63,6,4,1,0.6003852847012268,7,20,2,MAINTENANCE_LOG_TAMPERING
1,10,1,0,0,0.0002115642800761819,1,3,3,BENIGN
3,86,3,7,1,1.480730159950593,2,31,0,FLIGHT_PLAN_INJECTION
6,86,6,1,1,25.597132317420463,3,14,1,EFB_DATA_EXFILTRATION
2,77,2,6,1,1.5826426704877983,2,23,0,FLIGHT_PLAN_INJECTION
5,32,1,5,1,1.9283017482668268,2,37,0,FLIGHT_PLAN_INJECTION
4,28,9,4,1,3.6730068288526416,5,26,2,MAINTENANCE_LOG_TAMPERING
2,60,4,5,1,0.5813765186514029,4,47,0,FLIGHT_PLAN_INJECTION
6,100,6,2,1,42.291272400980084,6,14,1,EFB_DATA_EXFILTRATION
5,37,7,2,1,7.347839666786608,4,19,2,MAINTENANCE_LOG_TAMPERING
3,64,3,7,1,0.5233330005605418,2,39,0,FLIGHT_PLAN_INJECTION
4,56,5,3,1,23.45403574675188,5,19,1,EFB_DATA_EXFILTRATION
4,79,3,3,1,47.26431576792579,6,10,1,EFB_DATA_EXFILTRATION
3,90,1,7,1,1.6770316737120934,3,22,0,FLIGHT_PLAN_INJECTION
5,99,4,6,1,1.372792648930973,2,22,0,FLIGHT_PLAN_INJECTION
3,59,2,5,1,0.9658820612924679,4,38,0,FLIGHT_PLAN_INJECTION
5,27,9,3,1,1.4674547451980944,7,24,2,MAINTENANCE_LOG_TAMPERING
2,39,3,4,1,1.8388680517066764,2,43,0,FLIGHT_PLAN_INJECTION
1,10,1,0,0,0.1782828786688968,1,2,3,BENIGN
5,104,7,1,1,41.42653628549757,5,17,1,EFB_DATA_EXFILTRATION
3,57,6,4,1,6.599129054414791,7,24,2,MAINTENANCE_LOG_TAMPERING
4,37,1,4,1,0.10162202513106622,4,43,0,FLIGHT_PLAN_INJECTION
2,65,3,7,1,0.3823858478928195,2,35,0,FLIGHT_PLAN_INJECTION
3,81,2,3,1,1.601965924228997,3,32,0,FLIGHT_PLAN_INJECTION
3,64,8,5,1,1.4329844459642043,6,10,2,MAINTENANCE_LOG_TAMPERING
3,50,6,2,1,10.505558802079673,4,19,1,EFB_DATA_EXFILTRATION
4,36,3,5,1,0.5530050309411755,3,45,0,FLIGHT_PLAN_INJECTION
4,22,8,4,1,0.7919082066797456,4,15,2,MAINTENANCE_LOG_TAMPERING
1,12,1,0,0,0.2809273419396993,2,2,3,BENIGN
4,56,7,5,1,8.201384539242909,4,20,2,MAINTENANCE_LOG_TAMPERING
3,70,7,2,1,2.5502062709772524,6,13,2,MAINTENANCE_LOG_TAMPERING
4,29,5,3,1,5.587598439073351,4,23,2,MAINTENANCE_LOG_TAMPERING
3,95,2,5,1,1.4273647023915683,4,44,0,FLIGHT_PLAN_INJECTION
2,14,1,0,0,0.048332383582835536,2,1,3,BENIGN
7,22,5,5,1,6.499989484949969,6,27,2,MAINTENANCE_LOG_TAMPERING
5,53,6,2,1,22.404659387133094,5,17,1,EFB_DATA_EXFILTRATION
4,46,2,6,1,1.9797007486674991,4,39,0,FLIGHT_PLAN_INJECTION
4,51,5,3,1,48.2388267326891,3,14,1,EFB_DATA_EXFILTRATION
3,31,8,3,1,5.124403832614664,5,29,2,MAINTENANCE_LOG_TAMPERING
5,31,2,4,1,0.5550647136765792,3,35,0,FLIGHT_PLAN_INJECTION
5,60,1,6,1,0.16989894176577847,3,36,0,FLIGHT_PLAN_INJECTION
2,79,1,3,1,0.9217120008016619,3,31,0,FLIGHT_PLAN_INJECTION
3,143,5,3,1,39.541780321392935,4,15,1,EFB_DATA_EXFILTRATION
7,26,8,5,1,5.3062994176756195,7,10,2,MAINTENANCE_LOG_TAMPERING
3,37,8,4,1,9.028853648422984,6,19,2,MAINTENANCE_LOG_TAMPERING
4,98,3,4,1,1.0578821304838009,4,25,0,FLIGHT_PLAN_INJECTION
3,59,7,3,1,5.163788392870142,7,29,2,MAINTENANCE_LOG_TAMPERING
3,65,6,3,1,49.53141833633014,5,9,1,EFB_DATA_EXFILTRATION
3,75,1,7,1,1.417509023989233,2,36,0,FLIGHT_PLAN_INJECTION
7,28,8,5,1,7.1245948180202,4,24,2,MAINTENANCE_LOG_TAMPERING
6,77,9,5,1,1.9733892595745222,4,22,2,MAINTENANCE_LOG_TAMPERING
4,97,5,1,1,6.926118623064799,4,9,1,EFB_DATA_EXFILTRATION
3,91,3,3,1,8.38439556583963,3,6,1,EFB_DATA_EXFILTRATION
5,63,1,4,1,0.5723668261413054,3,20,0,FLIGHT_PLAN_INJECTION
6,58,6,3,1,3.7492803887437294,5,25,2,MAINTENANCE_LOG_TAMPERING
3,45,4,6,1,0.608649563303022,3,44,0,FLIGHT_PLAN_INJECTION
5,130,5,2,1,13.544689380164048,3,7,1,EFB_DATA_EXFILTRATION
5,127,4,1,1,27.285999545941586,5,9,1,EFB_DATA_EXFILTRATION
3,51,3,3,1,9.977936910452977,6,10,1,EFB_DATA_EXFILTRATION
4,136,4,3,1,35.92281616742761,5,12,1,EFB_DATA_EXFILTRATION
3,110,5,1,1,9.969546708892242,4,16,1,EFB_DATA_EXFILTRATION
5,91,5,3,1,29.995925265890275,6,10,1,EFB_DATA_EXFILTRATION
3,104,7,2,1,34.0060503146391,4,14,1,EFB_DATA_EXFILTRATION
5,75,3,4,1,0.15004353332224885,2,21,0,FLIGHT_PLAN_INJECTION
4,36,6,3,1,9.867682768219117,7,29,2,MAINTENANCE_LOG_TAMPERING
5,51,7,5,1,5.122862376868928,4,27,2,MAINTENANCE_LOG_TAMPERING
5,97,4,3,1,19.45306665353588,3,12,1,EFB_DATA_EXFILTRATION
0,8,0,0,0,0.20874642617579975,2,1,3,BENIGN
0,9,0,0,0,0.14895959715605317,2,3,3,BENIGN
3,122,6,3,1,32.4257713704844,5,9,1,EFB_DATA_EXFILTRATION
4,44,2,7,1,0.2953473338390017,3,35,0,FLIGHT_PLAN_INJECTION
3,84,6,3,1,19.006729796730347,4,8,1,EFB_DATA_EXFILTRATION
4,96,5,1,1,44.3220681809003,4,6,1,EFB_DATA_EXFILTRATION
3,52,4,2,1,41.41072514111398,3,12,1,EFB_DATA_EXFILTRATION
4,65,6,2,1,5.429493166206885,5,10,1,EFB_DATA_EXFILTRATION
3,37,7,4,1,9.376568956583997,7,26,2,MAINTENANCE_LOG_TAMPERING
3,86,3,4,1,1.060529274516505,2,21,0,FLIGHT_PLAN_INJECTION
5,58,4,7,1,1.1359010497530604,3,40,0,FLIGHT_PLAN_INJECTION
0,15,0,0,0,0.03032499526670951,1,1,3,BENIGN
4,139,4,2,1,20.055100677398745,5,19,1,EFB_DATA_EXFILTRATION
3,30,6,4,1,8.897224766125644,5,13,2,MAINTENANCE_LOG_TAMPERING
6,68,5,2,1,6.611102941197811,7,17,2,MAINTENANCE_LOG_TAMPERING
2,48,1,3,1,0.5680899887191351,2,35,0,FLIGHT_PLAN_INJECTION
5,81,7,2,1,37.12742200433199,3,9,1,EFB_DATA_EXFILTRATION
3,140,7,1,1,23.524285856073412,4,19,1,EFB_DATA_EXFILTRATION
5,126,4,1,1,16.325573173713963,4,9,1,EFB_DATA_EXFILTRATION
5,80,4,3,1,1.4386993927690788,3,24,0,FLIGHT_PLAN_INJECTION
2,8,1,0,0,0.3010247717746754,1,3,3,BENIGN
3,37,8,4,1,9.025899927350745,4,10,2,MAINTENANCE_LOG_TAMPERING
5,54,6,5,1,4.75863288539194,5,19,2,MAINTENANCE_LOG_TAMPERING
3,49,6,4,1,8.510460719491256,7,24,2,MAINTENANCE_LOG_TAMPERING
3,101,5,1,1,33.866936186251465,3,5,1,EFB_DATA_EXFILTRATION
7,45,5,2,1,7.933174390239312,7,13,2,MAINTENANCE_LOG_TAMPERING
3,65,2,4,1,0.721789010029362,2,27,0,FLIGHT_PLAN_INJECTION
3,87,1,6,1,1.5018536824151973,2,42,0,FLIGHT_PLAN_INJECTION
2,17,0,0,0,0.022665651023997035,2,2,3,BENIGN
7,29,5,4,1,4.010047874520466,5,15,2,MAINTENANCE_LOG_TAMPERING
4,69,4,1,1,32.35807327145203,4,9,1,EFB_DATA_EXFILTRATION
2,15,1,0,0,0.3502994054740807,2,3,3,BENIGN
6,144,7,2,1,32.304550638674954,3,9,1,EFB_DATA_EXFILTRATION
6,67,5,2,1,12.832886183328878,6,18,1,EFB_DATA_EXFILTRATION
7,46,9,2,1,9.603835589177356,7,10,2,MAINTENANCE_LOG_TAMPERING
5,56,4,5,1,0.6745571876750576,2,25,0,FLIGHT_PLAN_INJECTION
3,51,6,2,1,1.083362539840656,5,13,2,MAINTENANCE_LOG_TAMPERING
3,39,3,5,1,0.9513731143122477,4,44,0,FLIGHT_PLAN_INJECTION
2,13,1,0,0,0.2690109815678376,1,0,3,BENIGN
2,49,4,3,1,1.1315734360466287,2,40,0,FLIGHT_PLAN_INJECTION
5,50,2,5,1,0.26225561505665407,3,30,0,FLIGHT_PLAN_INJECTION
3,62,3,7,1,1.4407272790897254,4,37,0,FLIGHT_PLAN_INJECTION
2,5,0,0,0,0.09134446745367092,1,1,3,BENIGN
3,58,2,6,1,1.1788606229508947,4,25,0,FLIGHT_PLAN_INJECTION
7,43,8,3,1,1.5650796592128633,5,15,2,MAINTENANCE_LOG_TAMPERING
5,27,7,5,1,6.032767740244039,4,10,2,MAINTENANCE_LOG_TAMPERING
3,36,3,3,1,1.6925648660888097,3,33,0,FLIGHT_PLAN_INJECTION
6,116,7,1,1,44.629739529869966,6,14,1,EFB_DATA_EXFILTRATION
5,89,2,4,1,1.6932975661057073,4,48,0,FLIGHT_PLAN_INJECTION
1,12,0,0,0,0.27071469715249835,1,3,3,BENIGN
5,82,5,2,1,26.582618937383753,4,17,1,EFB_DATA_EXFILTRATION
4,57,6,2,1,40.45866203337187,4,10,1,EFB_DATA_EXFILTRATION
4,83,3,6,1,1.4759910631223032,2,24,0,FLIGHT_PLAN_INJECTION
5,102,3,3,1,37.619172757133,4,17,1,EFB_DATA_EXFILTRATION
5,42,3,6,1,1.6987562792829456,4,27,0,FLIGHT_PLAN_INJECTION
3,75,3,7,1,1.44590869244318,2,48,0,FLIGHT_PLAN_INJECTION
4,50,1,3,1,1.2026122672369857,2,32,0,FLIGHT_PLAN_INJECTION
5,50,3,2,1,49.751729710346034,5,9,1,EFB_DATA_EXFILTRATION
6,59,7,5,1,2.614260242412874,7,23,2,MAINTENANCE_LOG_TAMPERING
3,85,5,1,1,12.525520251473393,3,9,1,EFB_DATA_EXFILTRATION
2,14,0,0,0,0.08788625502373038,2,1,3,BENIGN
1,18,1,0,0,0.08068668575741467,2,3,3,BENIGN
0,12,1,0,0,0.13459322008584362,1,4,3,BENIGN
6,95,6,1,1,15.344131604101447,3,7,1,EFB_DATA_EXFILTRATION
5,47,3,5,1,1.6129366327606183,4,41,0,FLIGHT_PLAN_INJECTION
2,6,1,0,0,0.32664512237974175,2,2,3,BENIGN
3,75,5,2,1,14.157279524314008,3,10,1,EFB_DATA_EXFILTRATION
5,58,2,4,1,1.9939683299413566,4,48,0,FLIGHT_PLAN_INJECTION
4,61,4,3,1,0.7759453584891749,2,34,0,FLIGHT_PLAN_INJECTION
1,11,1,0,0,0.46141248229918574,2,0,3,BENIGN
6,99,4,3,1,49.923282838185784,6,7,1,EFB_DATA_EXFILTRATION
4,51,9,2,1,6.577115594482329,5,14,2,MAINTENANCE_LOG_TAMPERING
3,21,5,3,1,3.1538850707872186,5,12,2,MAINTENANCE_LOG_TAMPERING
2,49,1,5,1,0.8965501888449842,3,43,0,FLIGHT_PLAN_INJECTION
3,62,6,5,1,3.6687593387124866,7,20,2,MAINTENANCE_LOG_TAMPERING
